$1000 Damage to Any One Person's Property,Bridge Detail,Construction Zone Flag,Construction Zone Workers Present Flag,Crash Time,Day of Week,Highway System,Intersecting Highway Number,Intersecting Street Name,Manner of Collision,Median Type,Median Width,Number of Entering Roads,Number of Lanes,Surface Condition,Surface Type,Surface Width,Weather Condition,Crash Severity
Yes,NOT APPLICABLE,No,No,1520,MONDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,Yes,No,131,SUNDAY,STATE SPUR,No Data,AKARD ST,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,No Data,4 - FOUR ENTERING ROADS,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,Yes,Yes,1220,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,2356,MONDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1055,SATURDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,8,2 - WET,No Data,96,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,253,SATURDAY,STATE SPUR,No Data,BOLL ST,ANGLE - ONE STRAIGHT-ONE RIGHT TURN,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1014,SUNDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,921,SATURDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,97 - NOT APPLICABLE,6,2 - WET,No Data,72,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,Yes,Yes,545,FRIDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
No,NOT APPLICABLE,No,No,1220,MONDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,2030,MONDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,130,THURSDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,4 - FOUR ENTERING ROADS,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1536,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,2012,THURSDAY,STATE SPUR,No Data,N ST PAUL ST,ANGLE - BOTH GOING STRAIGHT,No Data,No Data,2 - THREE ENTERING ROADS - T,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,110,MONDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - OTHER,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1608,SUNDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,2307,WEDNESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,2 - WET,No Data,96,3 - RAIN,Not serious
Yes,NOT APPLICABLE,No,No,1745,WEDNESDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,2300,SUNDAY,STATE SPUR,35,IH0035E,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,UNPROTECTED,40,2 - THREE ENTERING ROADS - T,6,1 - DRY,No Data,72,1 - CLEAR,Serious
Yes,NOT APPLICABLE,No,No,253,MONDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,2015,SUNDAY,STATE SPUR,345,IH0345,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,4 - FOUR ENTERING ROADS,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1100,SATURDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
No,NOT APPLICABLE,No,No,700,THURSDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1150,FRIDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1515,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,2 - CLOUDY,Not serious
No,NOT APPLICABLE,No,No,1558,THURSDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,658,MONDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,97 - NOT APPLICABLE,8,2 - WET,No Data,96,3 - RAIN,Not serious
Yes,NOT APPLICABLE,No,No,530,THURSDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,330,SATURDAY,STATE SPUR,No Data,OLIVE ST,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,4 - FOUR ENTERING ROADS,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,605,MONDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,225,TUESDAY,STATE SPUR,35,IH0035E,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,2 - THREE ENTERING ROADS - T,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
No,NOT APPLICABLE,No,No,1928,THURSDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1430,SUNDAY,STATE SPUR,345,IH0345,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1707,FRIDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1415,THURSDAY,STATE SPUR,345,IH0345,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,2248,SATURDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1211,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,1224,SATURDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1349,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,1325,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
No,NOT APPLICABLE,No,No,710,WEDNESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,730,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1920,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,2358,MONDAY,STATE SPUR,35,IH0035E,ANGLE - BOTH GOING STRAIGHT,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1515,FRIDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,235,THURSDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1719,FRIDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,2 - THREE ENTERING ROADS - T,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,41,SATURDAY,STATE SPUR,35,IH0035E,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,2 - THREE ENTERING ROADS - T,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1930,SUNDAY,STATE SPUR,No Data,N RIVERFRONT BLVD,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,No Data,No Data,4 - FOUR ENTERING ROADS,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,Yes,No,2315,FRIDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,11,MONDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,239,SUNDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1808,MONDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1334,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,640,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,645,FRIDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1910,FRIDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1806,MONDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,905,THURSDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1515,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,8,2 - WET,No Data,96,3 - RAIN,Not serious
Yes,NOT APPLICABLE,No,No,240,THURSDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,97 - NOT APPLICABLE,8,2 - WET,No Data,96,3 - RAIN,Not serious
Yes,NOT APPLICABLE,No,No,412,SATURDAY,STATE SPUR,35,IH0035E,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,2 - THREE ENTERING ROADS - T,8,2 - WET,No Data,96,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,430,SATURDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1525,SATURDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,STRUCTURE NOT HIT,No,No,2254,TUESDAY,STATE SPUR,35,IH0035E,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,UNPROTECTED,40,2 - THREE ENTERING ROADS - T,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1055,WEDNESDAY,STATE SPUR,35,IH0035E,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,740,WEDNESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,2 - WET,No Data,96,3 - RAIN,Not serious
Yes,NOT APPLICABLE,No,No,1530,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,No Data,97 - NOT APPLICABLE,No Data,2 - WET,No Data,No Data,3 - RAIN,Not serious
Yes,NOT APPLICABLE,No,No,917,MONDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,2050,SATURDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,97 - NOT APPLICABLE,8,2 - WET,No Data,96,3 - RAIN,Not serious
Yes,NOT APPLICABLE,No,No,1450,SUNDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
No,NOT APPLICABLE,No,No,1934,SUNDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,No Data,4 - FOUR ENTERING ROADS,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,930,WEDNESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,8,2 - WET,No Data,96,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,1052,WEDNESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,230,SUNDAY,STATE SPUR,345,IH0345,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1840,SUNDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1315,WEDNESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,157,THURSDAY,STATE SPUR,35,IH0035E,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,830,MONDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,232,SUNDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
No,NOT APPLICABLE,No,No,645,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,VEHICLE RETAINED ON BRIDGE OR OVERPASS,No,No,1256,SATURDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,97 - NOT APPLICABLE,6,2 - WET,No Data,72,3 - RAIN,Not serious
Yes,NOT APPLICABLE,No,No,1837,WEDNESDAY,STATE SPUR,35,IH0035E,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,UNPROTECTED,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,829,FRIDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
No,NOT APPLICABLE,No,No,835,WEDNESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,2041,THURSDAY,STATE SPUR,345,IH0345,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,2140,MONDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1620,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Serious
Yes,NOT APPLICABLE,No,No,755,FRIDAY,STATE SPUR,35,IH0035E,ONE MOTOR VEHICLE - TURNING LEFT,UNPROTECTED,40,2 - THREE ENTERING ROADS - T,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,120,SATURDAY,STATE SPUR,35,IH0035E,OPPOSITE DIRECTION - ONE STRAIGHT-ONE BACKING,UNPROTECTED,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,805,THURSDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1530,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,STRUCTURE NOT HIT,No,No,1940,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,3 - RAIN,Not serious
Yes,NOT APPLICABLE,No,No,1620,FRIDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,2230,FRIDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,958,FRIDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,6,2 - WET,No Data,72,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,1310,SUNDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1645,THURSDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,945,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,3 - STANDING WATER,No Data,96,3 - RAIN,Not serious
Yes,NOT APPLICABLE,No,No,705,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
No,NOT APPLICABLE,No,No,2003,TUESDAY,STATE SPUR,No Data,N OLIVE ST,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1245,FRIDAY,STATE SPUR,345,IH0345,ANGLE - ONE STRAIGHT-ONE LEFT TURN,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,139,SUNDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,Yes,No,1827,FRIDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,No Data,97 - NOT APPLICABLE,No Data,1 - DRY,No Data,No Data,2 - CLOUDY,Not serious
Yes,NOT APPLICABLE,No,No,837,MONDAY,STATE SPUR,No Data,,SAME DIRECTION - ONE STRAIGHT-ONE STOPPED,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
No,NOT APPLICABLE,No,No,1500,WEDNESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,2051,TUESDAY,STATE SPUR,No Data,,ONE MOTOR VEHICLE - GOING STRAIGHT,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1740,TUESDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-REAR END,No Data,40,97 - NOT APPLICABLE,8,1 - DRY,No Data,96,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,300,SUNDAY,STATE SPUR,35,IH0035E,OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN,UNPROTECTED,40,2 - THREE ENTERING ROADS - T,6,2 - WET,No Data,72,3 - RAIN,Not serious
Yes,NOT APPLICABLE,No,No,1626,TUESDAY,STATE SPUR,No Data,N FIELD ST,SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN,No Data,No Data,4 - FOUR ENTERING ROADS,No Data,1 - DRY,No Data,No Data,1 - CLEAR,Not serious
Yes,NOT APPLICABLE,No,No,1507,FRIDAY,STATE SPUR,No Data,,SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE,No Data,40,97 - NOT APPLICABLE,6,1 - DRY,No Data,72,1 - CLEAR,Not serious
